Time,A,B
2020-01-01,-1.473828409758074,-0.12352912730467452
2020-01-02,-1.1005900455863376,-0.1093452736505916
2020-01-03,0.2512050685727442,-1.038483021367515
2020-01-04,1.1657788802363231,1.2228693516004001
2020-01-05,-0.2356763402447882,-0.6149679761576353
2020-01-06,-1.4419749561900663,-2.451979995998398
2020-01-07,0.1376935771150219,0.08306109362982698
2020-01-08,-0.34867428639435105,0.1576639317834191
2020-01-09,1.1814579643831518,1.1732186546184415
2020-01-10,-1.0050972054853409,1.5220780685242514
2020-01-11,-0.5797984232171712,0.8990097850509174
2020-01-12,0.5284822318662916,0.24531161476097801
2020-01-13,-0.23186906551131925,-1.724683833330129
2020-01-14,-1.1422086939864189,-3.3351116614442238
2020-01-15,1.2872729713786777,-1.222867973327441
2020-01-16,0.0750427462474412,-0.3317464950726688
2020-01-17,-0.5195123821834219,0.15094721092571964
2020-01-18,0.6253651852280393,-0.8483271891162714
2020-01-19,-0.08822097657704757,-0.40299536153842086
2020-01-20,-0.6811642004049698,-1.4974742278273285
2020-01-21,1.0914828923464635,0.4162293382828325
2020-01-22,0.21467164811204384,0.16143190545143798
2020-01-23,-1.073090277715846,-0.32899762608979344
2020-01-24,0.5955286232895378,0.6572738429152184
2020-01-25,-1.4816273719992006,-0.0907251158708229
2020-01-26,0.7381069901889593,0.7816747812727126
2020-01-27,0.4720646102384863,1.5797785416783285
2020-01-28,0.3383025692354139,1.2290049115909294
2020-01-29,2.0867923269368416,-0.05167440608899146
2020-01-30,-0.5799218028829634,0.4796172025463728
2020-01-31,0.475057562947364,-1.9203228643837633
2020-02-01,-0.07216750054717547,1.2334348151412444
2020-02-02,-1.8694634341107368,0.0980667280750864
2020-02-03,0.6611852062382385,2.288476708749951
2020-02-04,0.48766151420453757,0.6241596738526474
2020-02-05,-0.9901149406609826,1.1710859946314585
2020-02-06,-0.6886983984698247,1.0778842088641292
2020-02-07,1.8942316873349978,1.0300931113288392
2020-02-08,0.5948195363993308,0.46737451098105437
2020-02-09,0.15693604880081902,0.36649157406794397
2020-02-10,0.33240571324561663,0.7628157257630819
2020-02-11,1.2142582334547956,-0.7312972483189399
2020-02-12,0.1677461573580976,-0.1993901194946678
2020-02-13,1.1514168114823997,0.8048485866358583
2020-02-14,-1.04457570085254,0.06430071904520236
2020-02-15,0.8979671745768762,-1.5831067673860708
2020-02-16,0.3140057746522406,-0.08881440487555518
2020-02-17,0.5264351038288801,1.3577701403276794
2020-02-18,-2.3460329368664623,0.44999966377918815
2020-02-19,0.6680251497937445,1.7016579056021415
2020-02-20,-1.7519591637747858,0.6992305715036999
2020-02-21,2.191734523757994,-1.8398908895332593
2020-02-22,-0.6034145631302478,0.19947614481464881
2020-02-23,0.24875071320728398,0.4074104805824415
2020-02-24,0.4507350108411016,-0.26193563868867525
2020-02-25,0.3956264591833372,2.8000080158418728
2020-02-26,0.6799384561908122,0.3413502000090257
2020-02-27,0.6680471910776806,-0.17531551129261017
2020-02-28,-0.09191930786364523,1.3673889133499264
2020-02-29,0.4439909620917307,-0.4661304077832721
2020-03-01,-0.8353934006313386,-1.0708330896070675
2020-03-02,1.24923448185902,0.17396259482729443
2020-03-03,-0.9978001134207753,-1.4849827239813262
2020-03-04,0.5312654890376547,-1.4905631518403757
2020-03-05,0.48576617478017114,1.2067182830502743
2020-03-06,-0.8298569776983168,0.8484165626010136
2020-03-07,-0.8830789185777457,0.7377951886926016
2020-03-08,-0.12338854896406674,0.1105745897740021
2020-03-09,-0.1301629082621736,1.6346446009172115
2020-03-10,-1.0739967727568986,-0.502160579245136
2020-03-11,-0.8206134231218646,1.0298034751426899
2020-03-12,0.17713200573585616,-0.4601092369496381
2020-03-13,0.30412672908716937,-0.367860711744317
2020-03-14,0.934435731229528,-0.45529762925534106
2020-03-15,-1.029015258226549,-0.7963493361523074
2020-03-16,-0.7817193783411747,-2.1438562860549064
2020-03-17,0.6724149663919365,-2.115761163978966
2020-03-18,0.5534940876050494,0.7491234997220424
2020-03-19,1.0145165762711505,1.3579194939239128
2020-03-20,-1.0995172443060508,-1.4853041857266982
2020-03-21,-0.8760829770430164,-1.209211334663568
2020-03-22,-0.21203724648350838,-1.4218160229360242
2020-03-23,0.6912653653973923,-0.08425965765490283
2020-03-24,-1.206797527161895,-0.7262161437674435
2020-03-25,1.399285108399454,-1.0565151106211919
2020-03-26,-0.3914640241989445,0.04245531146250097
2020-03-27,0.372356963451076,0.33428933108124215
2020-03-28,-0.19235960085316822,-1.9876468431259422
2020-03-29,-0.5235510373562494,0.9326510171407401
2020-03-30,-0.6510434942315664,-0.7076516386187879
2020-03-31,0.366853828139528,0.6571764646815681
2020-04-01,-0.09092963608774658,0.7973276862014105
2020-04-02,0.05162926481284793,0.6579484408938712
2020-04-03,-0.4043449912470471,-0.523478914475698
2020-04-04,0.18200076868625192,0.5538618675953769
2020-04-05,0.24915806877320099,-0.028715616013326194
2020-04-06,-0.572307046911979,-1.7389630853356486
2020-04-07,-0.9099773573631973,0.14581833625163132
2020-04-08,0.9792034086674132,1.2128641126630395
2020-04-09,-0.6969740034022429,2.078613510365939
